100000 100000
41647 97511 86783
11872 47168 66705
71787 4489 70890
21275 27980 3251
16054 47262 39778
84705 8506 49801
62226 89836 96183
25025 14531 32944
59366 17467 41387
23777 23538 13866
68412 96124 62442
98468 48956 99879
72600 70882 33688
72449 31547 98657
1906 22616 47524
8174 75400 95359
715 60111 77384
99189 15369 52564
53217 71759 74243
64654 576 94211
44712 9165 27454
47778 70567 27875
25211 56174 99712
18866 22390 86751
41654 18659 75862
75045 72641 77411
98250 34335 88667
46679 22862 1528
95710 45852 29169
78341 8385 58921
3941 56578 1821
4147 8948 31738
93253 21661 84889
30736 16373 64366
78680 6093 33170
89769 49285 92627
39158 87499 35839
76494 71402 71854
57418 71396 2382
81825 43040 42892
7424 14737 7067
54872 66565 3166
49107 53042 54111
42908 7426 54028
92991 75422 95583
80778 13894 89083
74126 21670 8899
59690 9169 87689
31059 26791 21448
12014 91450 5816
20486 45566 96739
7865 18126 50495
61753 42249 10703
29004 19203 76227
9219 47667 66992
69795 95942 68445
55239 26590 72664
36527 11091 97143
5363 38278 74894
65739 76124 18505
7578 28524 63701
26514 10007 34415
7121 98108 75817
94772 99156 3489
77456 87329 50431
14050 17495 13099
13155 4368 86494
60907 71670 88900
83108 43792 90138
20317 26585 39909
15568 81735 70575
57382 46381 58393
41310 52792 81245
24711 15846 3040
67129 90204 14292
79416 6203 11244
91583 76289 9468
83528 85274 54212
81896 76598 66222
33150 43953 66138
51170 84183 55307
65198 37873 50940
75360 22086 61740
94601 10422 57190
16916 38726 96317
33276 68917 57550
98010 9526 15641
31430 49695 23358
62470 68868 37540
79391 7881 87373
90424 21246 49987
23039 35271 99128
25365 11461 83920
42121 51321 29695
89816 99546 10634
9351 17675 3652
75293 29327 79708
83412 35951 94355
41697 7757 90689
11390 89819 93237
45094 3349 7896
51328 88921 32322
41085 76270 79124
31192 16161 17108
69826 82894 94729
48598 20282 65377
81441 89079 22932
67130 13877 41293
6125 40540 22594
88269 53922 47130
30341 75141 79528
97131 54208 98061
43676 34830 63287
84415 23195 49381
70572 8127 8040
53355 15210 722
40239 93837 29779
50120 81916 35476
55386 54668 44110
19831 40933 52734
33753 39941 71030
36503 49631 55900
27465 85840 11114
61809 87667 55940
61147 21534 13295
42392 93025 22702
65004 73747 79989
9662 65916 62536
89907 65160 12065
59949 53276 42385
35985 16276 88488
97496 78918 53759
71885 8451 62556
50909 99222 9145
10311 33879 79657
47326 91045 75431
82350 12976 80913
12851 53586 18021
97021 57272 77698
52860 5786 75815
31277 93573 42525
66315 6704 79117
74052 94255 22884
96006 38863 78836
71579 10238 72549
16792 88530 4294
28355 65811 17129
29066 78464 24128
29688 64385 52999
69111 93546 47590
15985 61416 87685
26387 79979 79028
79899 48535 94201
44144 70236 76112
54388 87444 36913
94144 51499 37274
96848 73973 30690
97979 75601 96862
5607 10086 17616
54028 11969 51784
44488 43885 65189
63002 35724 92228
82963 41211 71491
49496 14188 15308
91521 34005 77499
14194 69828 9573
84629 39033 58987
91454 69742 35702
94521 77077 10429
60141 19673 77245
71214 28787 24776
84585 15966 44623
35707 80084 78097
48612 52620 62977
84032 70908 43983
4863 39539 47461
53859 94124 52129
42707 65866 77176
95062 7901 1610
67638 64114 54069
78545 75696 82173
10723 34401 11003
10792 72312 20994
65606 98616 13377
60458 30758 11124
86870 84292 87709
12848 4331 87042
24663 61517 64409
77142 15777 29506
21294 6917 25347
14935 50844 49345
5777 45662 30924
12101 85649 68044
75267 52954 10845
10214 83021 76437
6214 74037 57333
90913 81096 41563
5625 93388 81592
43247 12531 74430
99816 50918 96007
67639 77761 91784
96601 57405 31599
14398 17745 76178
85976 52114 63438
88812 94790 85752
82893 26169 49702
92071 60586 99157
42842 85525 17625
74305 17919 68498
15925 27383 94727
33531 8922 22097
15993 86789 86220
96889 38005 46295
97527 220 84717
19842 85565 29400
27964 95775 35059
33658 80612 60779
85644 74953 80636
40466 28716 83163
85815 24692 29053
9120 22619 389
17757 11434 1328
4683 32991 17482
69334 39752 87145
72937 17010 59399
22754 60447 18363
93393 52126 96908
97045 20514 44565
69845 1542 2740
52913 53887 82008
22008 25781 8711
79191 98911 20116
36124 24188 57271
94867 93069 20779
79065 96162 63495
27856 65736 54245
21910 87278 79107
15942 9315 22764
23687 93004 85792
1988 36163 72618
92982 35343 23053
43001 57622 10639
28151 18829 49648
67270 12525 65148
91869 98590 22656
42511 43114 73459
69612 53209 76494
37580 56489 40332
73091 44013 5790
38790 14027 86559
92041 52100 98032
48110 581 92632
3330 51308 23935
70508 39830 9525
62660 27452 89906
41141 91657 58040
7681 43831 93319
63117 88334 79183
8334 53124 31415
14074 16737 1127
36733 52970 32403
85968 80149 62935
51698 62466 36990
75055 67598 1021
4473 69668 26318
33897 10440 23477
31671 64890 67563
35814 37599 54462
81183 6227 98813
78930 78774 43011
46802 89076 27008
22279 84577 31766
26051 81212 954
69552 41918 98527
5311 93364 18393
36490 78067 57526
58014 19550 6755
82215 83861 479
64105 80488 13235
98380 36033 91472
71240 85882 11158
37441 55058 49650
47753 42190 8645
60111 24299 50920
80770 49680 92759
43365 57547 20190
82036 71567 18980
89437 1151 53452
43068 81263 81711
64001 75896 63502
19873 90498 10663
75856 89209 14242
35918 36233 17437
56528 99061 2783
16737 97263 48289
21646 50699 4167
97349 43828 2449
6801 43826 91111
29588 39837 79782
27884 47532 90026
62103 61335 7013
27362 42022 67969
65475 88016 14251
72837 71229 6844
34498 1648 41161
75378 70811 21617
44030 34891 44751
37232 71953 86400
11692 16081 15457
19399 12565 19405
37546 70569 98467
70828 83051 42911
63866 12389 85696
31244 29547 7129
74876 43754 72232
4791 2952 39674
2389 63135 65517
69721 2745 61614
42708 65812 19650
62766 87199 22231
30129 6515 78736
85837 61405 33609
63212 30506 32035
9498 63780 18994
67886 91454 53462
51387 31733 88439
55937 41500 49936
96421 98550 62014
61709 80019 17828
29732 98008 5724
11382 77262 46507
13488 23514 56667
48473 82787 33015
96903 27004 35327
74231 34525 56738
47293 24329 10978
80310 94048 1665
51242 12279 59826
23120 78830 66719
79198 78362 28780
66216 50709 94494
84690 48272 22461
98572 18013 2745
79002 88389 37490
41404 28759 53657
13496 85311 19638
41261 30138 13495
99901 61782 60145
77506 91474 90360
75537 91714 79565
76497 52724 50419
55591 78000 85919
61921 60949 38173
91508 97910 13247
6949 78266 39428
74606 5383 66020
63549 93014 82885
23972 48542 13724
89069 32824 99871
19109 95461 50868
89941 91638 64716
48895 1127 7564
86441 11794 47087
2902 17586 24417
59035 19600 95525
83007 85707 40002
67250 63061 10176
7496 19349 59826
55399 12481 93184
12769 37553 18022
8459 73566 19706
70736 96134 6227
54253 45655 29205
93142 34916 67674
29975 63116 48520
70953 98628 41509
9008 34958 37094
37350 24678 36279
98653 70155 18732
35895 10408 49275
66419 18905 84783
6886 59293 41035
26098 59707 87995
22737 86790 69613
59344 53940 14102
15875 93672 77495
16238 78256 81607
3988 12596 55897
91923 10940 68735
54378 73490 65801
99396 46033 52878
34233 95659 28371
73156 50666 5715
30769 6631 30334
56145 38518 56532
18188 33452 18624
35156 36219 46058
72129 49828 17358
94399 28459 44305
97831 32671 38033
31597 65878 82270
3997 16894 36339
103 41848 25928
87934 685 76603
46801 56228 11354
41531 30865 15958
27051 10134 23809
32574 12873 43103
10523 2928 71036
58790 6596 34815
87971 35841 25737
63515 66609 36928
4918 58751 32834
85260 8434 206
329 4930 38340
89398 51239 81883
18589 42339 41587
33609 83225 70531
70905 50022 3506
28795 55372 21325
38422 98319 30550
19990 67582 63945
3372 43416 3385
13352 54142 60950
51035 17620 38571
68305 2921 31873
94015 46441 93315
68190 79476 13599
1495 22340 48418
67496 91456 32013
29468 26888 1837
10141 63076 12306
96781 88904 90628
86525 97184 80098
58320 16273 97914
56813 50769 62988
14943 28505 32699
37529 80016 96107
14725 29799 72332
41289 46687 96994
7039 90907 90880
89964 23956 80808
25278 49179 26965
3900 10550 77477
70157 42166 4376
19307 65705 45690
24920 45116 3538
98201 47139 86957
85357 1689 44265
2398 87215 96073
92854 60782 74140
67017 37012 43920
45575 63127 97527
81292 62414 97098
6070 88371 17749
47062 30778 70864
66835 73535 70344
5285 53915 92742
43398 29986 77909
61170 87697 12111
44952 58167 52057
72017 84020 60476
75365 90699 55614
78524 57491 17797
67703 6594 20275
73164 65517 1330
38909 47574 56456
58017 6245 18408
59884 36971 26037
24885 7558 66752
7681 3901 88951
66294 39794 58043
34675 74817 88676
6136 18697 44675
49397 57719 9636
11272 53939 50153
89470 76653 44050
90459 76154 31871
56964 88572 740
9936 98186 16883
34081 11641 97569
93629 89517 99900
65042 69466 63895
92676 38508 37594
69134 51569 79719
70798 82239 56147
15903 47207 35456
9270 65402 47569
30478 47145 32575
85116 3582 39622
45648 5860 67195
8002 27332 85632
73073 70133 77435
92978 60260 95559
14511 31084 15761
27653 16456 18059
10151 23141 59768
5301 20860 4443
34488 41772 58206
21843 47819 83931
44917 28133 11034
51691 63010 67644
81609 35397 48512
51426 85189 9514
34193 53691 37946
50764 95652 15752
4281 92961 14671
53283 17560 73768
78978 99092 61702
32038 25889 22162
6581 17271 88296
77268 79154 1299
57622 81154 5808
26718 9062 40766
42863 3272 3285
61117 48625 64830
68476 45567 21751
84514 43002 92033
62912 20023 18722
53296 74611 40159
72866 96811 41484
74331 48135 63103
69628 51625 73961
66715 17100 68696
6348 75731 14470
1359 28367 182
96407 19212 54142
95165 26756 47505
80416 22440 31381
54598 15224 18220
81960 50645 99495
48755 68422 82214
73870 13932 48128
41536 2534 57753
86558 859 77521
98438 53713 37365
2758 82283 43094
53445 39863 53942
93831 56924 11701
58723 42090 51260
32074 13437 84053
43002 8294 1431
10511 69989 57204
10133 56246 71414
95387 1677 93064
73264 17594 32621
31971 44453 89624
37148 93171 97453
44798 36455 91038
7226 33362 81409
56324 95026 92623
32585 12090 80651
80113 77873 48359
29799 69730 92218
57840 22327 68548
81572 95684 880
84538 45531 99911
51351 86366 36044
10352 81273 64064
61939 60200 73711
52857 13095 91545
3886 4055 38950
77584 84039 21390
51413 68049 94333
32148 36796 6292
66429 73551 11869
15794 51510 87221
64209 45977 44919
8104 8447 90421
60160 20386 93850
24785 9185 41764
31686 99680 90017
65006 43246 37532
79511 15603 45618
68455 58963 37911
84618 40797 7851
14237 51525 13105
95866 6000 86622
4983 57041 57133
99378 17478 12867
76595 14008 75258
76124 26268 63604
47184 64513 95655
49874 83564 24445
68695 7703 65969
33013 17571 18815
50535 17957 89087
66559 85271 46180
93930 46434 18983
82774 77585 62094
47877 94857 17005
14990 55901 49618
83762 74580 73154
57509 48776 35016
62198 39811 59649
10641 37669 37129
2630 7237 88697
55150 43333 11718
10705 98834 98490
20407 86223 90808
24578 57361 94150
8147 74357 78112
6436 25832 83291
66800 3698 74563
20980 7451 74326
381 34007 8588
11172 4163 78049
49288 45642 43624
51075 8997 11260
2688 66960 77335
29589 72901 10426
78753 52078 1853
58008 41238 53110
78236 13727 66327
42926 14951 16165
94924 79125 55473
25752 78534 21755
64304 85963 28985
60598 46071 9298
40005 92978 58455
9938 99013 99326
39812 61716 61844
92373 66243 48457
43625 20305 90656
98263 50259 55021
95643 88220 93062
58243 78798 44097
99066 90209 35151
67040 68025 53167
64280 94945 82420
69730 25332 73506
68701 96029 88130
15051 84765 50659
69265 31333 84455
19260 82750 73797
52641 56516 44823
96868 11152 97181
22457 24424 5996
30159 15959 22629
12884 81931 524
41957 22772 61426
34980 96237 6293
4646 48160 17035
95288 85900 67081
39855 38271 89493
64384 99 34817
79165 41924 53901
43812 87164 80863
56806 14943 88475
94869 88358 78244
93216 62593 50234
69503 70101 95363
44289 83274 53975
9548 77355 26457
66583 86622 98452
8528 58939 3438
37337 20662 49374
98784 14665 27933
27716 26596 23358
92062 9631 74672
8314 80060 41526
36246 21896 43124
72530 8382 36006
90995 30790 77609
68660 66373 18573
20681 41362 35100
13150 4515 71421
28242 19516 36106
44073 72321 1834
26671 49014 61030
45189 99052 21162
16573 6261 71752
815 79090 35342
13262 38102 11701
38841 58514 312
68066 92706 47533
81386 18383 2777
91494 56916 44204
31406 66906 67163
72953 34188 34591
47026 49684 69297
87311 52970 74488
36135 90068 77576
20649 15284 92810
25654 49275 13365
69908 53078 96941
97298 74867 9502
39002 65927 76167
96646 8128 55390
18186 74737 36831
54480 9949 86977
90611 83564 60314
33407 10021 58652
33002 47715 41110
45127 28195 44416
65367 99966 33266
8352 29683 13383
6383 37947 77127
51710 53062 94596
76674 3705 97273
30207 84512 71559
38421 48741 13226
77475 23665 17604
77807 37577 79747
34986 83216 15816
96648 73309 50983
70000 27033 61070
79198 49651 42596
87396 48239 17728
10195 27872 15801
54669 41978 97333
36864 44715 30644
2450 78933 88037
54725 16549 50413
22231 16239 28785
55112 51505 17680
57798 33463 25123
4741 89916 96964
5308 25266 23652
23587 60782 12938
12058 47430 1510
20675 98173 36894
61537 58541 61841
77583 30339 18554
24128 96128 29212
28110 91132 56814
85411 79828 96118
72138 59521 96500
59290 43633 28513
52449 59907 42125
26516 49860 15641
25919 51485 14234
57645 5147 79563
37160 1598 7793
40728 91123 4181
50259 46319 51636
76865 47341 58983
32639 98431 6726
70708 33678 530
40190 54961 11116
96905 74023 72795
73756 57296 4027
59321 55802 69249
29692 96759 12765
50966 48508 93358
92192 29660 92634
85006 93518 93135
32192 47989 76648
64537 13963 1612
10481 64163 38552
38631 48072 3265
60381 1357 2258
83298 61449 400
74519 98456 24611
26240 74754 47832
24575 52039 42716
27374 3853 94846
23388 964 83679
60548 64548 36061
82581 38710 11702
55521 75162 66574
18983 44861 66989
95812 44852 54952
90011 11880 64713
81863 45606 38487
9167 15319 33951
99552 55655 10955
99922 23254 97065
26684 78139 51211
19365 65289 22488
65015 18594 78889
9438 12155 17212
61891 80420 43607
17448 81724 10029
6274 87045 48297
65959 25013 44360
90438 3 9399
53649 12812 19281
44541 71623 80170
84585 95426 8045
7528 98519 60687
37487 75365 20488
56580 46157 30222
6898 33636 32103
80065 49046 49645
94238 2892 74944
27118 61878 104
30814 94128 86101
96144 33170 24688
50572 38146 14750
86359 4790 31344
79562 23143 79877
36996 36625 75088
96312 14842 86627
60184 77358 30717
36577 62294 66022
50767 25344 47776
53075 96457 19409
8765 25972 11986
99309 12481 44256
47132 94729 3503
11111 50983 55687
75069 37276 22118
27347 57981 39106
29284 14687 37005
72536 80551 10890
57265 37026 27088
13812 69513 18570
39324 73039 95308
92883 99076 29275
5640 41036 54282
27366 75482 14498
95332 17738 58013
21771 94633 23561
86922 36757 74103
43780 66486 89438
47589 48079 25036
97980 2076 38229
91219 69891 8521
82159 69044 94579
59446 72711 83478
96681 91424 73695
15789 91337 40809
15797 7950 45582
73267 18152 95236
50808 53076 45092
58266 3507 87903
4769 18758 17210
66144 42610 71314
14606 78151 97528
95028 49156 52431
82821 54613 93931
1601 738 42200
2489 95534 67384
2329 84184 99763
54182 28985 80142
13954 25922 71936
28507 42501 19615
20697 764 87260
43459 33745 57169
43771 84772 58752
31552 9078 92463
72399 32951 66512
28783 50921 68385
22118 94845 6400
15207 86817 40409
10004 4157 99929
81595 19850 5800
49900 63351 71759
23271 71115 12075
92307 46239 59156
33596 43293 51965
63825 85920 87803
380 73610 3670
90766 32131 69462
68779 17682 16005
82481 23430 50298
60688 13348 53723
39746 97660 73672
17078 75738 8627
5990 78699 10970
35347 46075 92463
75440 83865 41201
2490 55662 81808
86898 14777 28864
31046 30676 31976
44106 32040 67077
47826 3108 96435
99168 7182 29208
8694 38779 98561
71330 11590 11801
87108 69621 8675
34275 16559 72680
91195 13654 3854
21575 89319 35937
75664 87431 25246
43884 46658 80807
66528 46665 51679
8291 61455 90504
40809 31823 84054
75362 13372 20313
81310 69797 12618
74264 99039 10072
33278 16890 56291
42092 16810 58985
2469 77718 50906
47712 76819 58116
27756 36816 50818
16023 9192 90214
63061 29496 90037
57656 92087 15335
71404 94961 94641
77395 28572 40829
53488 14055 7507
23527 39034 84746
46417 60093 75847
70394 20322 64417
69332 57094 4206
61201 61910 74779
40712 99150 75241
13917 83984 69541
69153 88036 79626
89797 48492 3009
29374 27413 48627
88380 96399 57846
44748 94416 20644
86397 32799 48060
2178 31833 23917
25654 60717 33126
1698 24397 56402
34221 58910 86993
90767 39301 94218
18913 54485 57776
22767 21543 82077
30754 68720 32608
73346 82352 20508
4713 38186 24624
11421 69878 33639
63034 97198 78299
62773 29472 63119
30754 96007 25327
37160 47640 75297
72366 10622 95178
54072 70570 51336
89497 94538 71991
27487 84120 2470
36656 72601 95140
98006 39177 39373
28472 75485 1978
2235 56449 37774
783 5481 79388
33779 33310 19603
35070 64161 20914
84834 51519 86434
56844 66471 77786
98212 66442 63862
14676 28520 6822
64567 84451 18876
58666 11074 52701
95706 79594 31779
24579 38895 19077
94665 43019 48025
88782 22008 88526
60108 57460 83098
21756 18447 12205
78903 96620 62090
47824 92517 12260
42367 55150 79780
12436 44016 29901
85726 88720 11206
50473 60217 46668
57536 19268 7053
20540 9846 79125
40548 2341 83232
49316 70939 60047
24324 83680 89301
27191 28888 10849
49543 43566 39499
63250 39041 75108
96794 44908 48871
27174 64279 84789
20336 41669 65595
43643 51661 67001
48314 90345 27173
32620 185 93886
97624 70017 2037
15096 70603 59537
870 47296 6459
13713 34223 38700
73898 15414 76323
17699 26875 88765
28565 15529 56028
11421 21520 33656
43007 72227 4977
50141 85419 78018
16891 35285 56560
52949 52850 53245
7763 92951 83845
50237 27306 68709
63776 51154 2805
19628 77463 34328
77926 46404 1514
86310 56034 4077
57478 62389 23850
88355 70867 29445
21072 66861 36530
70014 94240 96907
33827 53805 58316
